JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
Social Media and Marketing Assistant,NL,"Clonmel, County Tipperary",Just posted,2021-01-22,Recommending and implementing changes and improvements based on data insights. Our company is seeking an enthusiastic Social Media & Marketing Person to join…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3j_4v8_LrkkZL8AdvxFRlJsiFiRsqPvRcVY-C-fXHo3y4kdFnFzOpH9dcLWGtKTCZHuAA2Wx0-iqatMfFIS_AwObXw4i6LqaWzKIrUFT8jJubR_15F6NQXW1fMsUwItHXzHfHoHoXEkXtlgfI_m3U94lMZULOnehD1FmLp-c8JpXEysKY8tXiI6hzCp0t8xuhvXcbq18xtCPRy3d86e19xJo_5HkgCfDy9NKO1m3ZGvyXqo-JcVviTH-SpAz6mRRcNI9qoUyhJnOLe3RacgSoSn07Wd17IAEkV5P7YEPgbhv9FHlLiG_gJ9fB5flUZd-Nf1NOg_jT13Xq4IIxduCoNnK4AVmF2gKNuHJ8FAhESPC04NJnKTU_9YQ0nZ0HhoxS_Y0lyKtdpNVlIky5XR0031HLvcAjWoxQxo5764c9KBASgP8Z9qW4mliWIzCABTZyVvc-7hFGcJLB1YSNQ-w7&p=2&fvj=1&vjs=3
Power BI Developer,Hunter Executive Search Ltd,Dublin,4 days ago,2021-01-22,"Familiarity with data architecture concepts of operational data store, data lake, enterprise data warehouse and Big Data; The successful candidate must have: *.","€44,891 - €92,094 a year",https://ie.indeed.com/company/Hunter-Executive-Search-Ltd/jobs/Power-Bi-Developer-502bd3f912e5c25e?fccid=64544e28ced18f8d&vjs=3
Industrial Hygienist - Regional,Amazon Data Srvcs Ireland Ltd,Dublin,30+ days ago,2021-01-22,Perform basic and complex industrial hygiene data analysis. Be passionate about using data and scientific literature to facilitate and drive business decisions.,,https://ie.indeed.com/rc/clk?jk=4505ba56b333a056&fccid=fe2d21eef233e94a&vjs=3
Process Sciences â€“ Associate Statistician (18 months FTC),Regeneron,Limerick,30+ days ago,2021-01-22,"To establish, organise and maintain effective statistics and data evaluation services pertaining to process monitoring and modelling of biological drugs.",,https://ie.indeed.com/rc/clk?jk=37a3c0a58d1e70e3&fccid=f042b91ff3f82696&vjs=3
Growth Marketing Manager,GeistM,Dublin,9 days ago,2021-01-22,"Conduct analysis that results in actionable insights and data-driven recommendations. Daily use of reporting, analytics, and trend tools.",,https://ie.indeed.com/rc/clk?jk=1b2f6ee06f00332d&fccid=2e80b0c582249621&vjs=3
Principal SWE Manager (Supply Chain),Microsoft,Dublin,9 days ago,2021-01-22,"To efficiently manage this scope at scale, analytics based on high quality, timely data flowing across business processes is essential.",,https://ie.indeed.com/rc/clk?jk=98e48cc0de7b7aaf&fccid=734cb5a01ee60f80&vjs=3
P2P Analyst,Morgan McKinley,Cork,Today,2021-01-22,"Ensure relevant analytics are conducted to provide confidence that the data are complete, accurate, and timely. Lead data quality governance processes.",,https://ie.indeed.com/rc/clk?jk=81e19763ff520efb&fccid=893f9f3cd9fe4472&vjs=3
Mobile Software (Swift & Javascript) Engineer,ErnieApp,Dublin,30+ days ago,2021-01-22,"Provide efficient and responsive support for app, analytics and reports. By actioning user’s engagement, a PKM serves as foundation for the uptake of a…",,https://ie.indeed.com/rc/clk?jk=44ff3f52063f232f&fccid=1465eab462484883&vjs=3
Financial Analyst,Red Hat Software,Cork,30+ days ago,2021-01-22,"Ability to create reports; experience with model building and data management. Experience with planning, reporting, and analytics is a plus.",,https://ie.indeed.com/rc/clk?jk=23c992c8dee84959&fccid=e24a60f01d1882d1&vjs=3
Vendor Enablement and Operations Manager,Notion,Dublin,30+ days ago,2021-01-22,"You've done support analytics. Drive scaled operations by continuous process improvement, automation, and data analysis to find opportunities that optimize…",,https://ie.indeed.com/rc/clk?jk=8f61f410ba144157&fccid=b6a22a06e345134a&vjs=3
Senior Database Engineer,Amazon Dev Centre Ireland Ltd,Dublin,8 days ago,2021-01-22,"A general knowledge of the various types data stores: relational, data warehouse, file stores etc. We are looking for talented database engineers that are…",,https://ie.indeed.com/rc/clk?jk=be228e431e502beb&fccid=fe2d21eef233e94a&vjs=3
Product Manager - Learning Management System,Workday,Dublin,14 days ago,2021-01-22,"Founded in 2005, Workday delivers financial management, human capital management, and analytics applications designed for the world's largest companies,…",,https://ie.indeed.com/rc/clk?jk=6c4cc4f9cea91a1d&fccid=9ac45d217f8342a1&vjs=3
Software Engineer in Test,Genesys,Galway,18 days ago,2021-01-22,Ability to analyze and interpret data using software analytics services such as New Relic and SumoLogic to monitor services and diagnose problems.,,https://ie.indeed.com/rc/clk?jk=2ec0fcc7bd818c70&fccid=78ba8c9950e5297a&vjs=3
Social Media and Marketing Assistant,NL,"Clonmel, County Tipperary",Just posted,2021-01-22,Recommending and implementing changes and improvements based on data insights. Our company is seeking an enthusiastic Social Media & Marketing Person to join…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3j_4v8_LrkkZL8AdvxFRlJsiFiRsqPvRcVY-C-fXHo3y4kdFnFzOpH9dcLWGtKTCZHuAA2Wx0-iqatMfFIS_AwObXw4i6LqaWzKIrUFT8jJubR_15F6NQXW1fMsUwItHXzHfHoHoXEkXtlgfI_m3U94lMZULOnehD1FmLp-c8JpXEysKY8tXiJSXgwIZrnQ5Vb5UEQVB5LBrafxDwFZC8WqhjYKzrTVY0HfCGEDu4vOZp9efOakQfSIUoxEs1jCeAZ6w8HHFJHUphAeCYdvDCXxAPbozL0H9PQ4DcflaXmNr2Xib-tuADApT_0EPjlduqGrhEa9Z0Fu_JfkcS7oywJFEY5G5vHTTtTLqPbeTi03TcyUuXK9KvubuRjfNfwvVRqzamMUqnhUDwbJAxp1W4XgBYES-hD4Cm7fP8tpeGq5gxjsstURnAicdwJUoxPNmaJmdPr8JH0J7MC5dWyT9R&p=0&fvj=1&vjs=3
Regional Director,Segment,Dublin,30+ days ago,2021-01-22,"Are passionate about the marketing technology & data landscape. Segment standardizes and streamlines data infrastructure with a single platform that collects,…",,https://ie.indeed.com/rc/clk?jk=0b960f90d5193eae&fccid=1ed502f6da51dc36&vjs=3
TPM03301 - Process Engineer,Tandem,Dublin,15 days ago,2021-01-22,"Working knowledge of statistical methods for DOE design and data analysis (e.g., JMP or Design Expert software). Job Types: Full-time, Contract.",,https://ie.indeed.com/company/Tandem-Project-Management/jobs/-d8cbd231a9ce8560?fccid=061e9460c7833d4a&vjs=3
Senior Supply Logistics Analyst,Regeneron,Limerick,30+ days ago,2021-01-22,Executes and designs data analytics that impact overall supply chain. Summary: Functions as part of Supply Chain Logistics and is responsible for IOPS resources…,,https://ie.indeed.com/rc/clk?jk=acadff23638fd198&fccid=f042b91ff3f82696&vjs=3
Software Engineer (Dublin),Emailage,Dublin,30+ days ago,2021-01-22,"Ability to define, collect and interpret telemetry data correctly. We use advanced analytics to help customers make fast, informed decisions.",,https://ie.indeed.com/rc/clk?jk=079282de33d60bde&fccid=82676b4e8def97b6&vjs=3
Full Stack Javascript Developer,Siren,Remote,30+ days ago,2021-01-22,"You should have a continuous improvement mindset, a solution oriented approach and an interest in data analytics. What you should bring to the job.",,https://ie.indeed.com/rc/clk?jk=63e927fd4661b600&fccid=aaaca24b70121883&vjs=3
Accountant,Corvil,Dublin,30+ days ago,2021-01-22,"Pico provides agile and transparent technology solutions to the Financial Markets community including infrastructure hosting, network connectivity, market data,…",,https://ie.indeed.com/rc/clk?jk=a76cd5ff427dc3eb&fccid=182896aba4d28783&vjs=3
Ruby-on-Rails/Javascript Developer,Qstream,Dublin,10 days ago,2021-01-22,"Experience with data modelling, REST API interactions and gems. Qstream is a leading enterprise microlearning solution proven by science and in practice to…",,https://ie.indeed.com/rc/clk?jk=aee2024669e025fb&fccid=d70557a205140b1f&vjs=3
Betfair Sports Analytics Manager,Betfair International,Dublin,30+ days ago,2021-01-22,"Technical – Must have strong fundamentals of analytics, data mining, manipulation and evaluation. The analytics department brings data to life – partnering with…",,https://ie.indeed.com/rc/clk?jk=0f7f8a070e47ca77&fccid=36e054edfc4066d5&vjs=3
Milking Efficiency Technologist - VistaMilk (Temporary),Dairymaster,"Fermoy, County Cork",30+ days ago,2021-01-22,This project will address these key issues through a combination of empirical data acquisition and data analytics. The successful candidate will be involved in:,,https://ie.indeed.com/rc/clk?jk=e9bcfb9ed2f782eb&fccid=a8325ac5a5145b58&vjs=3
Front End Developer,Arup,Galway,30+ days ago,2021-01-22,"It provides a unique opportunity to join a successful organization, that is heavily investing in digital transformation, to fill a pivotal role in its growth…",,https://ie.indeed.com/rc/clk?jk=a0243404975535d4&fccid=38c0d5e4f2a99768&vjs=3
Program Manager,Amazon Dev Centre Ireland Ltd,Dublin,30+ days ago,2021-01-22,. Strong analytic and problem solving skills. Are you interested in analyzing problems with data and taking part in building the technology that will enable…,,https://ie.indeed.com/rc/clk?jk=c23d1dcf8fcdbcaf&fccid=fe2d21eef233e94a&vjs=3
Technical Program Manager,Amazon Dev Centre Ireland Ltd,Dublin,13 days ago,2021-01-22,"Proficiency in SQL, scripting, and/or data analytics tools. You live and breathe data. You are data driven and are passionate about finding root causes and…",,https://ie.indeed.com/rc/clk?jk=89083ed207c44362&fccid=fe2d21eef233e94a&vjs=3
"Senior Director, Vodafone Alliance",SecurityScorecard,Louth,17 days ago,2021-01-22,"Our Comprehensive security ratings, advanced data analytics, and actionable insights discover Third-Party Vulnerabilities & Security Gaps In Real-Time.",,https://ie.indeed.com/rc/clk?jk=7b678856ea0cb727&fccid=78509d9530efbd99&vjs=3
Senior Software Engineer (Remote OR Office based),Johnson Controls,Cork,30+ days ago,2021-01-22,Experience with timeseries analytics solutions. Deep experience with high volume distributed event data processing. How you will do it.,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ch22Hnc8Yqt4FeRWZWsfOwlFPHzipP8Rd-GW-9P1FNcfLnh-O0O-LHx6w0DOkUPp8D1ZkUBV_AOQJV1zS44IElQCG8-faZno1drjl2rSkgviyAhkFPGYgVDf4ZFp7OopcQsS53aNtuUJSWbqkz_LQfUiP3nuxtNjw4jBcsCz4JLVnCeEgS12nxjKAqsg88SN0j3TR_1shZh2Sb_oK_G0194JUdE4Zz4KXsqAtB-ngUhMc2F5dk6MoPCeoLWb71dx9dBqewMxucq_0y_QjpCT-dD2rKALwVHH5nxO5NFcwlJqYe21SgbYajBMVuL9exIXqcHa6hfZVlfusi-kUv8ZlLEko1uGr97fAQqdNsJ8IVSZTobL6lS32heJ7C0OLPYwmEq897FP5iLDLPa_hhSyp71y6dinU9LEFJ8ZrhV0jLLsyvvz86I-mRorN5eDkjLAePq22lkv3T2AYRdxXXQF4P&p=14&fvj=0&vjs=3
Credit Risk Stress Testing - AVP,Citi,Dublin,30+ days ago,2021-01-22,"QRS’s mandate is to provide analytics to Risk Management and other partners across Citi. Solid programming skills, with experience of statistical/data analysis…",,https://ie.indeed.com/rc/clk?jk=2e3296e01879cd35&fccid=5bcd1ef0a7f4fb99&vjs=3
Group Internal Audit Manager,Applegreen Stores,"Park West, County Dublin",10 days ago,2021-01-22,Using data analytics to create efficiencies in the audit process and providing insights to members of the business. The Candidate should have the following:,,https://ie.indeed.com/rc/clk?jk=7904d5b26e342ed6&fccid=74aab106cbadf0a7&vjs=3
Game Design Systems / Balance,Deca Games,Remote,30+ days ago,2021-01-22,"Collaborate with product owners, marketing managers, UX/UI designers, analytics team, data scientists and development teams.",,https://ie.indeed.com/rc/clk?jk=b44e428e09d0834c&fccid=72a8795f7e70bf12&vjs=3
Sales & Marketing Operations Specialist,Boxever,Dublin,10 days ago,2021-01-22,"Own data hygiene in both Salesforce, Salesloft and Hubspot, ensuring high-quality data management across the tech stack. Outstanding Excel/Google Sheets skills.",,https://ie.indeed.com/rc/clk?jk=0a0c434b8d4daf7a&fccid=d0a2c58189f20589&vjs=3
Senior Qlikview developer,Idiro Analytics,Dublin,30+ days ago,2021-01-22,"Idiro Analytics is a pioneer in the area of advanced analytics and works with blue-chip companies around the globe, helping them to extract value and insights…",,https://ie.indeed.com/company/Idiro-Analytics/jobs/Senior-Qlikview-Developer-ad849b305efa32c9?fccid=63fb844e405f53bf&vjs=3
Process Automation Engineer,Sogeti Ireland,Dublin,30+ days ago,2021-01-22,"Developing machine control software involving servo pneumatic and data control. Additional knowledge of Servo Motion Control, printer systems, vision systems,…",,https://ie.indeed.com/rc/clk?jk=aadc74c444602cef&fccid=6eb97fc774cb61be&vjs=3
Data Product Manager,PokerStars,Dublin,30+ days ago,2021-01-22,"Behavioural data champion, help with promoting the value the data brings. Practical experience with data and analysis tools. The role: Data Product Manager.",,https://ie.indeed.com/rc/clk?jk=23ae266b8da72beb&fccid=61de9b75dff2ea14&vjs=3
Senior Software Engineer (Remote OR Office based),Johnson Controls,Cork,30+ days ago,2021-01-22,Experience with timeseries analytics solutions. Deep experience with high volume distributed event data processing. How you will do it.,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ch22Hnc8Yqt4FeRWZWsfOwlFPHzipP8Rd-GW-9P1FNcfLnh-O0O-LHx6w0DOkUPp8D1ZkUBV_AOQJV1zS44IElQCG8-faZno1drjl2rSkgviyAhkFPGYgVDf4ZFp7OopcQsS53aNtuUJSWbqkz_LQfUiP3nuxtNjy-CbQ4WvngQOE_8JK-PLfzwEJ8ATE9YFfZnJ3KYcdSCLLeqy_oQPjPey8SbCJh7n8gOYYSevi96fGHack300s42JKwuYjQzBKjsX8tjbW7S-C4JpjOBuFt3wJew0WrkRYr_gKBVtAyDpru6yQ8NT3f2wnlIgKnhW0pVsh3V_yTdeCKSGqXWUQwjE4MDvFP_a5ZSibqxC64dMahSivreE9ziIROqRMGXlAy8pfBXJKWw_q0iDAMaDsdNSHgMfv2hfgsTyk9Y2SVrFEEzNfxZWCz1faSxZjcnv_mBuQd9RFlwCWSm7TQoPhU&p=7&fvj=0&vjs=3
Senior Project Manager – Margin Improvement,Abbott Laboratories,Cavan,8 days ago,2021-01-22,"Ability to build a culture of progressive margin continuous improvement through engagement, change management, data analysis, best practice identification and…",,https://ie.indeed.com/rc/clk?jk=e7ec309a0912bc8b&fccid=7942658690eba67c&vjs=3
Infrastructure Security Engineer,Trūata,"Sandyford, County Dublin",14 days ago,2021-01-22,"Founded by Mastercard & IBM, Truata offers a new approach to handling data anonymization and analytics to help organizations meet the standards of personal data…",,https://ie.indeed.com/rc/clk?jk=758954ce41d02125&fccid=c45ecdf64a9dca5d&vjs=3
Scala Engineer,NewsWhip,Dublin,30+ days ago,2021-01-22,You’ll leverage this data to build innovative customer-facing features to display insights. You’ll work in cross-functional teams to build solutions for…,,https://ie.indeed.com/rc/clk?jk=09eaaba149972fd3&fccid=7d8c9c087c357d90&vjs=3
"Senior Manager, Field Marketing",DataDog,Dublin,8 days ago,2021-01-22,Proven ability to utilize marketing analytics tools to extract data to push large scale incentives. These capabilities are provided on a SaaS-based data…,,https://ie.indeed.com/rc/clk?jk=19570b292f576f85&fccid=448951d0ddf03e0c&vjs=3
Senior Service and Interaction Designer - Fjord / The Dock,Accenture,Dublin,30+ days ago,2021-01-22,"Our service and interaction designers blend strategic, analytic and empathetic thinking with deep interaction design expertise.",,https://ie.indeed.com/rc/clk?jk=57b9b4c7be196aca&fccid=a4e4e2eaf26690c9&vjs=3
Senior Software Engineer,SAP,Dublin,Just posted,2021-01-22,"I and augmented analytics offerings. SAP’s Business Technology Platform, which through its augmented analytics solutions, helps customers achieve operational…",,https://ie.indeed.com/rc/clk?jk=bbaaf6982e6be10b&fccid=156c7820d1988640&vjs=3
"EMEA Director, Corporate Sales Development",Workday,Dublin,30+ days ago,2021-01-22,"Analytics Capabilities - Experience doing data analysis, modelling, and/or financial analysis to support or drive business decisions.",,https://ie.indeed.com/rc/clk?jk=ac11a57e9039060b&fccid=9ac45d217f8342a1&vjs=3
Total Rewards Manager,PepsiCo,Cork,10 days ago,2021-01-22,"Provide accurate data & reporting requirement on Executive Comp to Corporate as required. Lead HR analytics, development of quarterly / biannual dashboards,…",,https://ie.indeed.com/rc/clk?jk=98dcb3da01442f9e&fccid=2973259ddc967948&vjs=3
IT Project Planning & Delivery Graduate Programme 2021,Ryanair,Dublin,30+ days ago,2021-01-22,We are pleased to announce that we are now accepting applications for our IT Project Planning & Delivery Programme starting in September 2021.,,https://ie.indeed.com/rc/clk?jk=f8f944daf0174952&fccid=e04ab2cfa8d5c04a&vjs=3
Corporate Counsel (Product),Zendesk,Dublin,30+ days ago,2021-01-22,"Familiarity with data privacy and telecommunications preferred. You will primarily provide product development support to Zendesk products in the telephony,…",,https://ie.indeed.com/rc/clk?jk=4bc5664948769414&fccid=41e8f9abd9840a7a&vjs=3
"Market Responsibility Specialist, Trust and Safety (English, German)",YouTube,Dublin,9 days ago,2021-01-22,Ability to use data to drive strategy and business action. Bachelor's degree or equivalent practical experience.,,https://ie.indeed.com/rc/clk?jk=6cf0113b54efbc73&fccid=a9021c35fcef6968&vjs=3
"International Financial Data Service, Transfer Agent -Operation Control, 12 Months Fix Term Contact - Senior Associate, Dublin",State Street,"South Dublin, County Dublin",30+ days ago,2021-01-22,"We provide investment servicing, data & analytics, investment research & trading and investment management to institutional clients. Who we are looking for.",,https://ie.indeed.com/rc/clk?jk=415ab23ef18c9179&fccid=92f1ccd9154b0139&vjs=3
Power BI Engineer (Azure),Allen Recruitment Consulting,Dublin,3 days ago,2021-01-22,"Familiarity with data architecture concepts of operational data store, data lake, enterprise data warehouse and Big Data. Still interested in this opportunity?",,https://ie.indeed.com/rc/clk?jk=9d93ac02c1f2f172&fccid=355b4b9a997e1c51&vjs=3
Software Engineer II,Dun & Bradstreet,Dublin,30+ days ago,2021-01-22,"You’re able to prioritize well, communicate clearly and bring an analytic approach to producing innovative solutions. Why We Work at Dun & Bradstreet.",,https://ie.indeed.com/rc/clk?jk=119d89b3b09cb268&fccid=fa0ca3b638673d62&vjs=3
"Senior Data Engineer, AI",Shutterstock,Dublin,30+ days ago,2021-01-22,Knowledge of emerging data integration technologies. In this role you will be bringing modern data technologies and practices to enable our talented team of…,,https://ie.indeed.com/rc/clk?jk=06380cb79e2f9ac8&fccid=bee6858907df8871&vjs=3
IFDS-Transfer Agency-Project Manager- Senior Associate-Dublin,State Street,"South Dublin, County Dublin",2 days ago,2021-01-22,"We provide investment servicing, data & analytics, investment research & trading and investment management to institutional clients. Who we are looking for.",,https://ie.indeed.com/rc/clk?jk=12bd525e9108645b&fccid=92f1ccd9154b0139&vjs=3
Marketing Manager,Expleo,Dublin,3 days ago,2021-01-22,"Evaluate customer research, market conditions, and competitor data to support the creation and delivery of effective marketing campaigns.",,https://ie.indeed.com/rc/clk?jk=872e2e45ae0a0c42&fccid=8f5cb52d4dd4f2ad&vjs=3
Senior Product Researcher,Intercom,Dublin,30+ days ago,2021-01-22,"We're a team of data scientists and product researchers who use data — both big and small — to unlock actionable insights about our customers, our products and…",,https://ie.indeed.com/rc/clk?jk=dea86259840e0cc8&fccid=6f9ac7cf38e2c8c0&vjs=3
Head of Commercial Operations,Tines,Dublin,Just posted,2021-01-22,Generate insights through advanced analytics and data mining to improve decision making and sales and marketing efficiency. Here’s what we have so far.,,https://ie.indeed.com/rc/clk?jk=6dadd8796fa68d41&fccid=9952d595f8107b15&vjs=3
Social Media & Content Lead,HealthSectorTalent,Dublin,30+ days ago,2021-01-22,"Expertise and experience in social analytic tools. Develop and maintain weekly reporting structures, to include financing and measurement data.",,https://ie.indeed.com/company/HealthSectorTalent/jobs/Social-Media-Content-Lead-f659ae5041aa7465?fccid=c0b386bc8b608cce&vjs=3
eCommerce analyst with Kinetica Sports Nutrition,Boyne Valley Group,"Drogheda, County Louth",30+ days ago,2021-01-22,Proactively seeking to keep abreast of thelatest developments in the field of data analytics. = Analytically driven withexperience manipulating large data sets…,,https://ie.indeed.com/rc/clk?jk=62f7cad30cf729e8&fccid=08112261307483af&vjs=3
People Business Partner - EMEA,Datadog,Dublin,30+ days ago,2021-01-22,"Strong analytics & reporting skills, experience with HRIS and Workday, a bonus. Provide analysis and consulting to sales leaders to drive data-driven people…",,https://ie.indeed.com/rc/clk?jk=f4514ac5afce470b&fccid=448951d0ddf03e0c&vjs=3
"Sales Development Representative, UK&I Region",Amplitude,Dublin,30+ days ago,2021-01-22,Amplitude (Pre IPO) is the fastest growing digital analytics company in the world. The Product: Amplitude is the world's #1 product intelligence platform– we…,,https://ie.indeed.com/rc/clk?jk=98c50e86c795c391&fccid=62c3e5a6bf72744b&vjs=3
Sales Specialist - Unified Communications,TalentScope Recruitment Solutions,Dublin,16 days ago,2021-01-22,"Familiar with all regulations surrounding storage of data and personal information. TalentScope Recruitment Solutions, on behalf of our client in Dublin is…","€70,000 - €80,000 a year",https://ie.indeed.com/company/TalentScope-Recruitment-Solutions/jobs/Sales-Specialist-413983d79d2f8916?fccid=407a3fcd07eb449a&vjs=3
Backend Python Developer- South Dublin,Trust In Soda,Dublin,Today,2021-01-22,Experience with analytics and data pipelines. A leading educational institution and one of Ireland fastest growing business's is looking to add expert Python…,,https://ie.indeed.com/rc/clk?jk=f0ece18e5a671b57&fccid=3ae767ecf847a5c1&vjs=3
Product Manager II,Microsoft,Dublin,30+ days ago,2021-01-22,"A data-driven mindset, experience in analysing and understanding complex data sets to draw conclusions, generate new insights, and provide evidence which helps…",,https://ie.indeed.com/rc/clk?jk=e41d40ce4de345d6&fccid=734cb5a01ee60f80&vjs=3
Software Developer - Graduate Programme,ICBF,Cork,30+ days ago,2021-01-22,"Big Data, including DNA data and cutting-edge genetic evaluation techniques. At ICBF, innovation and cutting-edge technology are central to supporting the…",,https://ie.indeed.com/rc/clk?jk=bdc60fa239c7b1d9&fccid=0c54eb31dae8b136&vjs=3
HPC product lead,Canonical,Dublin,30+ days ago,2021-01-22,Track record of data-driven decision-making. Product leadership at Canonical is data-driven and content-centric. This role is all about:,,https://ie.indeed.com/rc/clk?jk=b16bf6055d75334f&fccid=3911cf63fc0692f4&vjs=3
"Account Executive, Looker, Google Cloud (Spanish, English)",Google,Dublin,8 days ago,2021-01-22,"Sales experience in data processing workflows, data analytics, business intelligence, and/or data visualization software.",,https://ie.indeed.com/rc/clk?jk=5253b62bb74cfea9&fccid=a5b4499d9e91a5c6&vjs=3
Software Engineer - Python,Compustaff,Galway,11 days ago,2021-01-22,You will build the data & analytics backbone which will empower real-time user experiences. An International media company with over 60m active monthly users…,"€55,000 - €75,000 a year",https://ie.indeed.com/company/Compustaff/jobs/Software-Engineer-cad5173cd09fea86?fccid=919801a7fcfcedb6&vjs=3
eCommerce Manager – Analytics and CRO,TalentHub,Dublin,16 days ago,2021-01-22,"Analyse onsite behavioural data and provide insights based on analysis. Through ongoing analysis of both trading and web analytics, you will form and develop…",,https://ie.indeed.com/rc/clk?jk=63e9d277a773dff6&fccid=099c84cb10e77ae0&vjs=3
Senior Java Developer,EmpowerTheUser (ETU),Dublin,30+ days ago,2021-01-22,"Their powerful technology unlocks game-changing data analytics, providing insight into workforce behavior around the globe.",,https://ie.indeed.com/rc/clk?jk=5e4a82a9f516e774&fccid=b9fe31e32c488db4&vjs=3
Senior Process Scientist- Manufacturing Support Upstream,Regeneron,Limerick,30+ days ago,2021-01-22,Regeneron is a leading biotechnology company that invents life-transforming medicines for people with serious diseases. Does this sound like you?,,https://ie.indeed.com/rc/clk?jk=50cdb0597490aec7&fccid=f042b91ff3f82696&vjs=3
Technical Support Engineer - Italian speaking,Zendesk,Dublin,7 days ago,2021-01-22,"By submitting your application, you agree that Zendesk may collect your personal data for recruiting, global organization planning, and related purposes.",,https://ie.indeed.com/rc/clk?jk=b88afbf120dee2b3&fccid=41e8f9abd9840a7a&vjs=3
Compliance Assurance Manager - Dublin,Revolut,Dublin,30+ days ago,2021-01-22,Complete assurance reviews and testing activities leveraging skills in advanced data analytics. Using data analytics to identify actionable insights which…,,https://ie.indeed.com/rc/clk?jk=4c04aa5e7b82d791&fccid=1c00ce6833fa8f3d&vjs=3
"Business Planning and Workforce Manager, Google Cloud",Google,Dublin,6 days ago,2021-01-22,"Identify issues and shortcomings in quality of data, and play a key role in the design and execution of initiatives to improve data quality in partnership with…",,https://ie.indeed.com/rc/clk?jk=813cd76c825e2139&fccid=a5b4499d9e91a5c6&vjs=3
Digital Technical Specialist - Dutch speaker,Microsoft,Dublin,2 days ago,2021-01-22,This organization is at the forefront of establishing a new sales model leveraging modern technology and big data and analytics to drive impactful demand…,,https://ie.indeed.com/rc/clk?jk=edc0d38f959c2b9c&fccid=734cb5a01ee60f80&vjs=3
Software Development Engineer in Test,Workday,Dublin,30+ days ago,2021-01-22,Your expertise in automated testing of highly interactive data visualisation platform and data visualisation rendering engine will help transform the way we…,,https://ie.indeed.com/rc/clk?jk=02c417e7f33a36a3&fccid=9ac45d217f8342a1&vjs=3
"Director, HR EMEA",Diligent Corporation,Galway,30+ days ago,2021-01-22,Partner with the global HR team in leveraging data and HR metrics to help measure our success. Experience in core functions of the Human Resources discipline…,,https://ie.indeed.com/rc/clk?jk=20784d0ee9174669&fccid=3cc82e28c6738024&vjs=3
Human Resource Executive,UniPhar Group,Dublin,30+ days ago,2021-01-22,"Maintain accurate data in the HRIS system. These services include product distribution, outsourcing and resourcing, multichannel account management, data…",,https://ie.indeed.com/company/Star-Medical/jobs/Human-Resource-Executive-9a58afa4c1c3bc2e?fccid=91f5bf9083b68256&vjs=3
Marketing Science Analyst- Bilingual French & English,Analytic Partners,Dublin,30+ days ago,2021-01-22,"Experience working with big data; building and optimizing 'big data' data pipelines, architectures, and data sets. Our differentiator is – Our People!",,https://ie.indeed.com/rc/clk?jk=b2e005ae934ec3a0&fccid=4d17dd64ea6355de&vjs=3
Social Media and Marketing Assistant,NL,"Clonmel, County Tipperary",Just posted,2021-01-22,Recommending and implementing changes and improvements based on data insights. Our company is seeking an enthusiastic Social Media & Marketing Person to join…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3j_4v8_LrkkZL8AdvxFRlJsiFiRsqPvRcVY-C-fXHo3y4kdFnFzOpH9dcLWGtKTCZHuAA2Wx0-iqatMfFIS_AwObXw4i6LqaWzKIrUFT8jJubR_15F6NQXW1fMsUwItHXzHfHoHoXEkXtlgfI_m3U94lMZULOnehD1FmLp-c8JpXEysKY8tXigiiK_2yxTgjorHFdC6-d_pF7ijx_YkOh8lPy-rUlWIWwbfJnt58BetgtfWvavLGYtLOYPT045LWk9TYOz0LNcdyixk7edY4eOPd_1gmQW-UPj-dHafMfdb3zFaggVGhKk4M--fXQSMbudFCPM_CMx8xAFTpTQyjdUqSUqIoBOHSt5hAXSSjWo45tfX6hUYlIghGM_k_l_nqcftYxLqFGDhpfydvqlo5j6-8yC-uVKl3CXzr9ZbBtMm0P9jWYspaX8H5D8USEhNOMTbbXloKNx1inXb7A0B9X&p=4&fvj=1&vjs=3
Product Manager,Reperio Human Capital,Dublin,Today,2021-01-22,Working with big data platforms. What an API does and what services can use this data. JSON to store data (you do not have to be able to write JSON).,"€60,000 - €75,000 a year",https://ie.indeed.com/rc/clk?jk=ba4ab7a7d3b0c2f1&fccid=79d95b1544240a36&vjs=3
DevOps Engineer,Deutsche Bank,Dublin,30+ days ago,2021-01-22,Design and implementation of production automation solutions for advanced analytic and machine learning systems. Corporate Title: Assistant Vice President.,,https://ie.indeed.com/rc/clk?jk=66fa4062ba40e8ed&fccid=f1d8e147024abb3f&vjs=3
Security Detection Engineer,Workday,Dublin,30+ days ago,2021-01-22,"Creatively improve alerting data across a range of platforms. At Workday, we help the world’s largest organizations adapt to what’s next by bringing finance, HR…",,https://ie.indeed.com/rc/clk?jk=fc2ab48586577a79&fccid=9ac45d217f8342a1&vjs=3
