JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
Marketing Executive,Felix Recruitment,Dublin,14 days ago,2021-01-22,"Analysis and data management skills, including familiarity with Google Analytics. Marketing Executive - 12 month contract*. Job Types: Full-time, Contract.","€50,000 - €55,000 a year",https://ie.indeed.com/company/Felix-Recruitment/jobs/Marketing-Executive-cc2f3b1e4153cb43?fccid=84fd807dd0877a1a&vjs=3
"Senior Advisor, Data Engineer",Dell Technologies,Cork,30+ days ago,2021-01-22,"Understands Data Architecture, data profiling, data quality. Working knowledge of data science. Automated tests and tie outs, self-healing data jobs.",,https://ie.indeed.com/rc/clk?jk=077ae534c7f2e18e&fccid=dd09fe3b43125016&vjs=3
Climate Risk/ESG Programme Manager,Citi,Dublin,30+ days ago,2021-01-22,"Ability to source and analyze data. Prepare CEP data infrastructure (with O&T, Risk and Banking) to tag and hold relevant climate risk client data.",,https://ie.indeed.com/rc/clk?jk=f054bf9c32f1feb3&fccid=5bcd1ef0a7f4fb99&vjs=3
Inventory Control & Quality Assurance Operations Manager,Amazon Ireland Sup Svcs Ltd,Dublin,30+ days ago,2021-01-22,"Amazon takes your personal data protection seriously and respects EU and local data protection laws. A degree in a science or logistics-based discipline, with a…",,https://ie.indeed.com/rc/clk?jk=3809201bcc740f02&fccid=fe2d21eef233e94a&vjs=3
"Graduate, Operations Specialist 1 - Regulatory Reporting (9month Fixed Term Contract)",IQVIA,Dublin,15 days ago,2021-01-22,"Review, assess and process Lifecycle Safety data and information, across all service lines, received from various sources and distribute reports/data onwards to…",,https://ie.indeed.com/rc/clk?jk=58ae6357cbb89ae6&fccid=6b7a1dfe07e7f037&vjs=3
Treasury Analyst,Executive Connections,Dublin,30+ days ago,2021-01-22,Development of finance leading products data tapes facilitating reporting requirements. Bachelor's degree (preferably in finance or analytics).,"€45,000 - €55,000 a year",https://ie.indeed.com/company/EXECUTIVE-CONNECTIONS/jobs/Treasury-Analyst-48927befd12557fb?fccid=44b75345ebf422ee&vjs=3
"Project Manager, Trust & Safety",Facebook,Dublin,8 days ago,2021-01-22,"Gather, analyze and utilize relevant data to develop ways to improve the overall support experience. We need strongly analytical people who can use data to tell…",,https://ie.indeed.com/rc/clk?jk=12fd4b72ddcc9a6e&fccid=1639254ea84748b5&vjs=3
Technical Success Manager,Fivetran,Dublin,6 days ago,2021-01-22,"Learning a tremendous amount about SaaS sales, and the data space. Market: High or expert level knowledge of the modern data stack. Perks of working with us:",,https://ie.indeed.com/rc/clk?jk=1c0e9a6217c3823b&fccid=09c9d04ca9a8a97a&vjs=3
CSV Engineer,SimoTech,Cork,10 days ago,2021-01-22,"Experience of data analytics and reporting solutions is an advantage. By submitting my data (CV), I consent to SimoTech collecting and storing my personal data,…",,https://ie.indeed.com/rc/clk?jk=5ca620b523b19103&fccid=4d570e312339c38d&vjs=3
Java Developers,Reperio Human Capital,Dublin,9 days ago,2021-01-22,"Our client in Dublin, an Irish-owned SME building an analytics platform, is expanding their team. This a talented team of engineers working incredibly well…","€45,000 - €75,000 a year",https://ie.indeed.com/rc/clk?jk=48015b9b2480ee05&fccid=79d95b1544240a36&vjs=3
Social Media and Marketing Assistant,NL,"Clonmel, County Tipperary",Just posted,2021-01-22,Recommending and implementing changes and improvements based on data insights. Our company is seeking an enthusiastic Social Media & Marketing Person to join…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3j_4v8_LrkkZL8AdvxFRlJsiFiRsqPvRcVY-C-fXHo3y4kdFnFzOpH9dcLWGtKTCZHuAA2Wx0-iqatMfFIS_AwObXw4i6LqaWzKIrUFT8jJubR_15F6NQXW1fMsUwItHXzHfHoHoXEkXtlgfI_m3U94lMZULOnehD1FmLp-c8JpXEysKY8tXi_qBv8WQp0D7gOqX9ORMYrrpwCcDZoGQI3rmX-WJlfXXDQgtR8EC4qXhW8hCpe_bFPS0HpFWqOPD3KQof-zlQAKIt5WdHZnEaVf8aqhUIcIwqTjwX3lWIQ0m7Slyq9JU9-1eXxD4HceC9eHbZmipJzOribz9XvbvllVayvYrh8WV4UdkILnfQ9oWXM0hKErqGWhM3KIrtWOh_--QWhiE-9OivuL4nu9xDpC6ZTZQjF9AVF3hfwJBvstsJWbzX_6fd7HugER0wWpSA6mn-k2o8Cphj0ydDv81J&p=3&fvj=1&vjs=3
AML Rule Engineer,PayPal,Dublin,30+ days ago,2021-01-22,"Experience with data modeling, ETL development and other data warehousing. Exposure to analytics and modeling. Experience with Linux command line is a plus.",,https://ie.indeed.com/rc/clk?jk=725ffb00dbff98ab&fccid=978d9fd9799d55a8&vjs=3
Agent : Python Software Engineer,Invisible Technologies,Remote,30+ days ago,2021-01-22,"We are Invisible's Analytics Team. We solve problems at scale so they never happen again. At our best, we solve problems before they happen.",,https://ie.indeed.com/rc/clk?jk=26185aa6c618f337&fccid=c34504270a486ed1&vjs=3
Solution Design Expert,Novartis,Dublin,30+ days ago,2021-01-22,Where you’re given opportunities to explore the power of digital and data. 100+mUSD...that’s how much we have spent on our digital transformation journey to…,,https://ie.indeed.com/rc/clk?jk=f7e4565eefa48cf6&fccid=c35194d01a9e2595&vjs=3
Senior Product Manager - Marketplace Data Warehouse,Zalando,Dublin,30+ days ago,2021-01-22,"As Senior Product Manager - Marketplace Data Warehouse in the Merchant Operations Team, you will play a key role in defining, designing and implementing the…",,https://ie.indeed.com/rc/clk?jk=fa521b1819d1860f&fccid=9514e4bb9d86329e&vjs=3
Digital Advertising Specialist (Online Betting/ Console),Allen Recruitment Consulting,Dublin,10 days ago,2021-01-22,Experience with advertising analytics tools like Google Analytics. Identify and leverage trends within industry of expertise/focus using data and insights to…,,https://ie.indeed.com/rc/clk?jk=c25fb82032c3c210&fccid=355b4b9a997e1c51&vjs=3
Data Migration Project Manager,Abbott Laboratories,Galway,6 days ago,2021-01-22,Manage project data migration team. Assist business SMEs in data gathering. Experience in leading data migration projects. 5+ years of relevant experience.,,https://ie.indeed.com/rc/clk?jk=aad5dfec25957711&fccid=7942658690eba67c&vjs=3
Platforms Account Manager,Morgan McKinley,Dublin,3 days ago,2021-01-22,Demonstrated capability in data integration and media/attribution strategy. As a Platforms AM you will be advising a portfolio of some of the largest customers…,,https://ie.indeed.com/rc/clk?jk=5ed66ea7a1cbb96d&fccid=893f9f3cd9fe4472&vjs=3
AWS Solutions Architect,AWS EMEA SARL (Irish Branch),Dublin,7 days ago,2021-01-22,Knowledge of modern data processing techniques and systems. “Protecting your privacy and the security of your data is a longstanding top priority for Amazon.,,https://ie.indeed.com/rc/clk?jk=88025f78dfecd72a&fccid=fe2d21eef233e94a&vjs=3
Power BI Engineer,FRS Recruitment,Dublin,2 days ago,2021-01-22,"5 years' experience working in an analytics role; Source, evaluate, recommend and apply third-party data appropriately to further enrich the datasets and seek…",,https://ie.indeed.com/rc/clk?jk=3d68267814338df2&fccid=07efad185423424b&vjs=3
EMEA Regional Finance Manager,ViaSat,Dublin,8 days ago,2021-01-22,"Familiarity with data analytics tools, methodologies and dashboarding / visualization applications. At Viasat, we’re on a mission to deliver connections with…",,https://ie.indeed.com/rc/clk?jk=5420be4fef5c610d&fccid=8b219f1987ef65ea&vjs=3
Technical Business Analy,e-Frontiers,Dublin,13 days ago,2021-01-22,"There is an enough a lot of Data mapping; data migration involved; therefore, Database knowledge is critical. Experience working on complex system integrations,…",,https://ie.indeed.com/rc/clk?jk=87a2a8a68a65d1dc&fccid=ed59e6569ae50dc9&vjs=3
Process Engineer,Matrix Recruitment Group,Dublin,10 days ago,2021-01-22,"Supporting experimental design, execution, data analysis and interpretation. We collect your data for recruitment purposes only and will retain it for the…",,https://ie.indeed.com/rc/clk?jk=cd507403232186b4&fccid=6a6d5fc41486f508&vjs=3
Big Data Engineer,realTime,Dublin,30+ days ago,2021-01-22,"Work alongside data engineers to develop cutting edge Analytic applications with Data tools: NoSQL, NiFi. Collaborate with scrum teams as thats responsible for…",,https://ie.indeed.com/rc/clk?jk=e28042e46a102d9f&fccid=9b191fb564a58e36&vjs=3
Design Manager,Ding,Dublin,30+ days ago,2021-01-22,"A metrics-driven mindset, leveraging data and analysis to inform decisions that balance user needs and business needs. You focus on getting things done.",,https://ie.indeed.com/rc/clk?jk=2444212dbebd2147&fccid=56655429c3fe77ba&vjs=3
Sales Strategy & Operations Manager,Pinterest,Dublin,30+ days ago,2021-01-22,"Demonstrated problem solving experience providing data-driven business insights. Translate data into insights and action, and communicate recommendations to…",,https://ie.indeed.com/rc/clk?jk=5a443684479168b6&fccid=43014b1412e0a7b6&vjs=3
Retail Planning Manager,Apple,Cork,30+ days ago,2021-01-22,"Demonstrate strong analytical skills; should have the ability to evaluate, analyse and present data with meaningful insights to executive level.",,https://ie.indeed.com/rc/clk?jk=a8ad6b31a36aee15&fccid=c1099851e9794854&vjs=3
Software Development Engineer,Workday,Dublin,29 days ago,2021-01-22,Our mission is to employ the latest web design and distributed computing technologies in creating a data analysis product that’s both easy-to-use and powerful.,,https://ie.indeed.com/rc/clk?jk=f880378835f4dfd2&fccid=9ac45d217f8342a1&vjs=3
"TECHNICAL CONSULTANT, INFO SOFTWARE",Rockwell Automation,Cork,9 days ago,2021-01-22,Works on issues of diverse scope where analysis of data requires evaluation of identifiable factors. The Information Software (IS) Technical Consultant provides…,,https://ie.indeed.com/rc/clk?jk=b25ef3fadf2c415c&fccid=a4b7e90c6a891db3&vjs=3
Social Media and Marketing Assistant,NL,"Clonmel, County Tipperary",Just posted,2021-01-22,Recommending and implementing changes and improvements based on data insights. Our company is seeking an enthusiastic Social Media & Marketing Person to join…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3j_4v8_LrkkZL8AdvxFRlJsiFiRsqPvRcVY-C-fXHo3y4kdFnFzOpH9dcLWGtKTCZHuAA2Wx0-iqatMfFIS_AwObXw4i6LqaWzKIrUFT8jJubR_15F6NQXW1fMsUwItHXzHfHoHoXEkXtlgfI_m3U94lMZULOnehD1FmLp-c8JpXEysKY8tXi9S_Qc6SnXhulIFpton9e7V5pTmiY4sTSCMQ7AXEUU6n7JwhiUxMBcJSJESVCvq00ftWVnIq_W7ePD61Uf8VAmlHbqYglYDRkmgqEE-XsS0puAVAmngde_rB2QgwSyLhRlmFZDmICDhab0EqpCL74lNTZOtkDbJklEsXcRyMQG7do2YJKpxdxp-4n_ZR0zOjgJ5Kwrq5JT_P8xW6uhFfwr0nFL9miqaqZN4y-3q1HWNg0EWFpp1Rr5dXtsGlSnhIvA5vWrw0cAi0xpiCHzvpUHaMDkZnPIeF-&p=7&fvj=1&vjs=3
Java Application Engineer (CCO) - Dublin,"Guidewire Software, Inc.",Dublin,30+ days ago,2021-01-22,"Guidewire combines core, data, digital, analytics, and AI to deliver our platform as a cloud service. We also have a portfolio of innovate products serving the…",,https://ie.indeed.com/rc/clk?jk=f95cfd7b27f5b246&fccid=be90d89fb010b0bf&vjs=3
Head of Growth,CitySwift,Galway,29 days ago,2021-01-22,Play a lead role in building out CitySwift's presence as the leading transport data provider across all sizes of transport businesses. The role in a nutshell.,,https://ie.indeed.com/rc/clk?jk=0dc219db11c2391c&fccid=eaa3122df4c97311&vjs=3
Research Fellow in Multimodal Interaction (RF-COVNH),ADAPT Centre,Dublin,30+ days ago,2021-01-22,"The wider ADAPT Research centre will give exposure to a wider range of technologies including data analytics, adaptivity, personalisation, interoperability,…","€43,411 - €50,030 a year",https://ie.indeed.com/rc/clk?jk=fb200076b27f2101&fccid=91943d2d8e983676&vjs=3
Applications Engineer - Wearable Smart Systems (HOLISTICS Project),Tyndall National Institute,Cork,30+ days ago,2021-01-22,"HOLISTICS will connect Irish-based companies (SME & MNC) in the Med-tech, Sports Science, ICT and Design/Human Factors Engineering sectors with leading Irish…","€42,404 - €52,256 a year",https://ie.indeed.com/rc/clk?jk=0d17a3a3105e6340&fccid=af4f5b1006d063f7&vjs=3
Principal DevOps Engineer,Informatica,Dublin,Today,2021-01-22,Build analytics and self-service tools to ensure that Incident Response team has data to act in minimally possible time-frame.,,https://ie.indeed.com/rc/clk?jk=f2cf81d9cc946ab0&fccid=f745426798e2bad8&vjs=3
Betfair Gaming Analytics Manager,Betfair International,Dublin,30+ days ago,2021-01-22,"Technical – Must have strong fundamentals of analytics, data mining, manipulation and evaluation. The analytics department brings data to life – partnering with…",,https://ie.indeed.com/rc/clk?jk=b1568779461128aa&fccid=36e054edfc4066d5&vjs=3
Senior Software Engineer,Verizon Media,Dublin,30+ days ago,2021-01-22,"Candidate should have previous experience with web scale big data solutions. Experience in working with big data processing framework like Spark, Storm.",,https://ie.indeed.com/rc/clk?jk=f373b5ea7123c571&fccid=f7029f63fe5c906e&vjs=3
AWS Lead Data Engineer,ResMed,Dublin,30+ days ago,2021-01-22,"Work with data and analytics experts to strive for greater functionality in our data systems. Experience building and optimizing ‘big data’ data pipelines,…",,https://ie.indeed.com/rc/clk?jk=c9de6045de885018&fccid=24a3456d3ce2ad08&vjs=3
Solution Architect for Network Design and Optimisation,Ericsson,Dublin,16 days ago,2021-01-22,"Deep technical knowledge in 4G / 5G RAN to optimally handle sophisticated activities including data analytics knowledge (statistical tools, methods/processes to…",,https://ie.indeed.com/rc/clk?jk=dde6b0b4fe805943&fccid=82656d64a9a3e6a7&vjs=3
"Site Leader, AWS Support, Dublin",Amazon Dev Centre Ireland Ltd,Dublin,30+ days ago,2021-01-22,AWS Support provides global technical support to a wide range of external customers as they build mission-critical applications on top of the full breadth of…,,https://ie.indeed.com/rc/clk?jk=b8b2c0fae9c7625d&fccid=fe2d21eef233e94a&vjs=3
Software Development Engineer,Amazon Dev Centre Ireland Ltd,Dublin,30+ days ago,2021-01-22,"You be passionate about big data and will take part in engineering our data lake, and ensure that all our information security requirements are implemented…",,https://ie.indeed.com/rc/clk?jk=08edc3b9c2be54dd&fccid=fe2d21eef233e94a&vjs=3
Sales Operations Analyst,Compliance and Risks Ltd,Cork,30+ days ago,2021-01-22,"The Sales Operations Analyst will be responsible for CRM management and maintenance, data analytics and development of key business results communications…",,https://ie.indeed.com/rc/clk?jk=6984ba5e36ef352d&fccid=8aa6e2d64691628b&vjs=3
Project Controller - Project Services Department,PM Group,Cork,29 days ago,2021-01-22,This Department has recently been established for the commercial and financial management of our Services as well as provision of data analytics to support…,,https://ie.indeed.com/rc/clk?jk=1dda5b66982fccc2&fccid=ddea8046b7c3d4f6&vjs=3
Product Manager,"Fiserv, Inc.","Nenagh, County Tipperary",30+ days ago,2021-01-22,"Contribute significantly to implementing solutions within a collaborative, high trust, delivery team consisting of product managers, developers, data scientists…",,https://ie.indeed.com/rc/clk?jk=71e2048ff48b75cd&fccid=1ea0475711674f3b&vjs=3
Strategic Assistant & Global Program Manager,Novartis,Dublin,30+ days ago,2021-01-22,Highly defined analytic and synthesis skills with a passion for leveraging digital technology. Where you’re given opportunities to explore the power of digital…,,https://ie.indeed.com/rc/clk?jk=cf03d09570fb8677&fccid=c35194d01a9e2595&vjs=3
Environmental Program Manager - EMS,Amazon Data Srvcs Ireland Ltd,Dublin,30+ days ago,2021-01-22,"The individual will identify and drive improvement opportunities through the collection, analysis and communication of data-driven measurements and completion…",,https://ie.indeed.com/rc/clk?jk=dc3fd88074a59e87&fccid=fe2d21eef233e94a&vjs=3
Marketing Manager,BSI,Dublin,30+ days ago,2021-01-22,"Be data driven and use analytics to drive the numbers mainly revenue, margin and increased spend per accounts. Do you believe the world deserves excellence?",,https://ie.indeed.com/rc/clk?jk=a01e86c2e5fd7a0d&fccid=a24e94603a47ac12&vjs=3
UX UI Graphic Designer,Brightwater,Dublin,15 days ago,2021-01-22,"You understand analytics data and can extract the value it holds. You will improve the designs based on feedback and data creating usable, intuitive and…","€35,000 - €40,000 a year",https://ie.indeed.com/rc/clk?jk=f6015d2035a8820f&fccid=133e7005c5444616&vjs=3
Global Product Manager - Financials,Workday,Dublin,16 days ago,2021-01-22,"Innovates: Designs products that enable users to spend less time consolidating data across different systems and is streamlined, intuitive, and user friendly…",,https://ie.indeed.com/rc/clk?jk=63789a890438f57f&fccid=9ac45d217f8342a1&vjs=3
